ageAtBeg,avgAmount,currentAge,faYear,grtAmount,grtSigning,name,position,practicalGrt,team,totalAmount,totalYears,yrRange
27,"$1,625,000",27,2021,"$1,305,000",40.15%,Terrence Brooks,FS,"$1,305,000",NE,"$3,250,000",2, (2019-2020)
24,"$3,250,000",25,2020,"$1,500,000",46.15%,Ereck Flowers,G,"$1,500,000",WAS,"$3,250,000",1, (2019-2019)
22,"$812,459",23,2023,"$729,836",22.46%,Austin Bryant,DE,"$729,836",DET,"$3,249,836",4, (2019-2022)
21,"$812,107",24,2021,"$753,428",23.19%,Jourdan Lewis,CB,"$753,428",DAL,"$3,248,428",4, (2017-2020)
22,"$810,153",23,2023,"$720,612",22.24%,Hjalte Froholdt,G,"$720,612",NE,"$3,240,612",4, (2019-2022)
22,"$810,102",23,2023,"$720,408",22.23%,Sheldrick Redwine,S,"$720,408",CLE,"$3,240,408",4, (2019-2022)
22,"$807,733",22,2023,"$710,932",22.00%,Gary Jennings,WR,"$710,932",MIA,"$3,230,932",4, (2019-2022)
27,"$1,612,763",28,2021,"$2,025,525",62.80%,Troy Hill,CB,"$2,025,525",LAR,"$3,225,525",2, (2019-2020)
23,"$805,971",24,2023,"$703,884",21.83%,Trevon Wesco,FB,"$703,884",NYJ,"$3,223,884",4, (2019-2022)
21,"$805,517",21,2023,"$702,068",21.79%,Benny Snell Jr.,RB,"$702,068",PIT,"$3,222,068",4, (2019-2022)
22,"$804,383",23,2023,"$697,532",21.68%,Ben Powers,G,"$697,532",BAL,"$3,217,532",4, (2019-2022)
22,"$804,282",24,2021,"$736,128",22.88%,Cameron Sutton,CB,"$736,128",PIT,"$3,217,128",4, (2017-2020)
23,"$803,357",27,2020,"$773,428",24.07%,Joe Thuney,G,"$773,428",NE,"$3,213,428",4, (2016-2019)
21,"$803,357",25,2020,"$773,428",24.07%,Austin Hooper,TE,"$773,428",ATL,"$3,213,428",4, (2016-2019)
23,"$802,718",24,2023,"$690,872",21.52%,Phil Haynes,G,"$690,872",SEA,"$3,210,872",4, (2019-2022)
22,"$801,999",24,2022,"$747,994",23.32%,Ian Thomas,TE,"$747,994",CAR,"$3,207,994",4, (2018-2021)
21,"$801,682",24,2021,"$727,476",22.69%,Delano Hill,S,"$727,476",SEA,"$3,206,726",4, (2017-2020)
22,"$800,649",23,2023,"$682,596",21.31%,Riley Ridley,WR,"$682,596",CHI,"$3,202,596",4, (2019-2022)
23,"$800,649",24,2023,"$682,596",21.31%,Renell Wren,DT,"$682,596",CIN,"$3,202,596",4, (2019-2022)
25,"$1,600,000",26,2021,"$500,000",15.63%,T.J. Yeldon,RB,"$500,000",BUF,"$3,200,000",2, (2019-2020)
